Date,ABB.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,AMBUJACEM.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANKBARODA.NS,BEL.NS,BHARTIARTL.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,CANBK.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,CUMMINSIND.NS,DIVISLAB.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ETERNAL.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HAL.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HINDALCO.NS,HINDUNILVR.NS,HINDZINC.NS,ICICIBANK.NS,INDHOTEL.NS,INDIGO.NS,INFY.NS,IOC.NS,IRFC.NS,ITC.NS,JINDALSTEL.NS,JSWSTEEL.NS,KOTAKBANK.NS,LODHA.NS,LT.NS,LTM.NS,M&M.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MOTHERSON.NS,MUTHOOTFIN.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,PFC.NS,PIDILITIND.NS,PNB.NS,POWERGRID.NS,RECLTD.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SUNPHARMA.NS,TATACONSUM.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TMPV.NS,TORNTPHARM.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,VBL.NS,VEDL.NS,WIPRO.NS,ZYDUSLIFE.NS
2023-06-02,0.019307102907760054,-0.02589962519520128,-0.019080099215082136,-0.010518452895320607,0.006196177727709973,0.005884662500173388,0.02029351252286471,0.03129608752102797,-0.001065052644733555,0.006934626696258661,0.005476352779510307,0.004884004827649946,-0.0004577562871403984,-0.002360553531729259,0.01022616164065493,0.003536649521596047,0.010273827998716456,0.007977962561540153,-0.012420876256197921,0.004069186739624087,0.013961476786836347,-0.02001635614044872,-0.00441633299392219,0.001139429824119631,0.0023849715689880924,0.0014554851548567171,-0.003921948784155305,0.025040012562434377,0.008731003295077144,0.012747869161052527,-0.004490690150230847,0.04601825029646722,-0.007144594014277139,0.0063824941813557245,0.004746513464555235,0.02791149626161271,-0.004256258889001607,0.00761199956728742,0.001557365887554063,-0.010012125432769636,0.0348239611338812,0.006944193636400087,0.002776906986579064,0.0021874922593019264,-0.00012642747615654315,0.017739963367749745,-0.0023068632184140014,-0.007764743442796984,-0.004676469219880186,0.008379363647853744,0.029948180359603782,0.018208846968764902,0.004497562515432207,-0.002776403506110192,0.012043318832450467,0.004988439503641473,0.01691584067870977,0.016695638409723657,-0.003665751958092045,0.02787793634153779,0.018210758156926854,-0.0021782733768951346,0.00783915973820104,0.0008596005136665141,0.006810438030493415,0.038811147207346686,-0.007229517956068854,0.01153852555816881,0.006843638824730824,0.025628716714128252,-0.0032734580054203377,-0.004356315221136775,0.007607068370472092,-0.005134837211196341,0.0021955487852993727,0.005178558671834033,0.004609921617561241,0.011976122010089796,0.0030193779761589212,0.0016242217724107277,0.019163957962026856,-0.0055510346888958395,0.0020497876504848023,0.01209380386497294,0.0013071528755705941,0.001491960448754881,0.022091618915400346,0.02595539132441349,0.00100036156183414,0.006204864851891756,-0.0017134044458240183,0.003634621165178764,0.007165806958761678,-0.005418017555661514,0.008919828228005855
2023-06-05,0.0028432227956329825,0.041111357519392655,-0.004550117888401317,0.00436237667852879,0.0029823596555891285,0.014754651635142224,0.002280296969834339,-0.003448451523762941,-0.011651568106699983,0.02637404207021543,0.008732378311954392,0.0011316222620303407,-0.010071989609949483,0.002744111349093359,-0.005907798469657166,0.02052922043389316,-0.002393802802513889,0.006466795970721861,-0.009067234929077017,0.006094225719854407,-0.005593225942397417,0.0015742056142968863,0.008860856657265437,0.009223827347077496,-0.005210714958443496,0.011652901043827768,-0.014138731586760045,-0.00010208237411646337,0.0014854744166932221,-0.0014977757029832617,-0.007093684315792714,0.0014044731669553556,-0.0014351460263979376,-0.00828148270986162,0.013904245268528292,0.03582524780485308,0.0010985931062119647,-0.0009165567947446718,-0.0013079925183046015,-0.003911210684908184,-0.0024986019086226108,-0.007722847601559835,0.0013043699827450794,0.009125296455691156,-0.014896238894613667,0.007100422581939547,0.004225243855099592,-0.006143686890214717,-0.006269760203119201,-0.0062213090810914196,0.0011413676678051488,0.007824007791750631,-0.007169487968180732,-0.0020650193222548907,0.014990913769937997,-0.01025445256965618,0.0394670951977254,0.010148326323134782,-0.022761831169701985,0.16226232619277958,0.007439642314106543,0.0029326669243943115,-0.009676163348143696,-0.002581213599277987,0.004514736410642151,0.016662615552480275,0.002314572331535203,-0.0028720943790756515,0.004253490204710886,0.006908277675152341,0.008940944820234442,0.010670540790454375,0.0,-0.00875876205118864,-0.008812309279161212,-0.008664860192519441,0.012646665904243903,0.009112066437464428,-0.004532531995308453,0.01564339696617356,0.01287964694944499,-0.0050646450967342105,-0.012318330029247093,-0.0020814139186997593,0.019128962186857557,-0.0012385845008386909,0.001094995475205529,-0.00834545069232906,0.0039853620052525685,-0.002064171658743952,0.0017134044458240183,0.005852496580228461,-0.006447066167027948,-0.0018538017674991636,-0.015368390853313763
2023-06-06,0.0060934166675057355,-0.014292473794618843,-0.000123307418665064,0.004041021914373388,0.008893746499644806,0.013590009117322666,0.04476365828435824,-0.002042504138881185,0.004054512924589915,0.01808243017656963,0.0034334752575162497,0.011043027887403412,0.007507985616550528,0.009994940277818998,-0.0018869955097740032,0.020539868991653165,-0.006069846513920396,0.000365535940096251,-0.0018234360584630238,0.004857182486221134,-0.0008016221817843672,-0.01812098486928715,0.008262861643445696,-0.0028250922871153605,-0.00830603611310643,0.018682274923245146,0.021600113769025597,0.010976730971480109,-0.002576254158377367,0.007164397085404062,0.008633410177619538,0.015320612838491954,0.0023906589187046023,0.002799848353978618,0.018224312880094296,0.03871111839534436,-0.008557990664259663,0.004472725874681949,-0.0031214863340292,0.009620008748083997,-0.009937309142860506,-0.0017265235907446552,0.0004886720816621448,-0.004923809465162243,-0.0014119452545147126,0.0031787394770184108,-0.01974142696562886,0.0016794108484976533,0.015600931034579713,0.004867367017051372,-0.005529150309212305,0.0009822857567725052,0.017585745647837214,0.031144779250636745,0.004245153762082232,-0.011874312363953976,0.011259316153074295,0.01595423152237352,0.009300730487108666,0.040639510024498726,-0.006817499174407438,-0.00022181478354621476,-0.005914244645101263,0.007439137916376737,-0.011325174441135566,0.00437986359261977,-0.005491585748993444,-0.0019195081681755433,-0.00127405082994958,0.0061771671797643535,0.0008472402383956634,0.006233575689110538,-0.0031556002262878025,0.03848226424519474,0.005658915718569801,0.018078145600485485,0.0040502887053719405,0.004993692030557995,-0.00044186018732439436,-0.010555425183032874,-0.003663080264369789,-0.017359199156054217,-0.02104310648836094,0.00897669441899751,0.0172418926972151,0.007212495681739206,0.0022487879447012915,0.02840250423570634,0.02846071735664424,-0.0062175468004586065,-0.01049831384307165,-0.01070156930069377,-0.0032390180763552934,-0.010570316367228827,0.010433572100264854
2023-06-07,0.022769365879439007,0.025402031083673116,0.0024214573141696505,-0.0063720129725153285,-0.00221609491121999,0.0440715133447247,-0.007432567925004463,0.017328447517964918,0.0037437468743952707,0.008792093408271029,0.011465340563797,0.003924303403131546,0.002893007832065919,-0.004790781817978207,0.011269204622305296,0.0,0.017685745923073704,0.004969223414274637,0.033002556554569296,0.039125487227494204,0.010370952127349398,-0.012085553455509768,0.014973616174461135,-0.012005296095324525,0.01265015422051885,-0.00429752029385444,0.0011865759359750427,0.0021205457466404454,0.004609880817218581,0.007969610705419683,0.006000644567523139,0.029283693398261867,0.008559340733334864,0.009620410702488869,0.0014991426542403374,0.02172187284219884,0.00039865802441152454,0.011846983537385114,0.005176090419292123,0.0251259273568607,0.016823274126826604,0.009265200861854339,-0.005224588559567422,-0.0020186352404767405,0.016813563867893677,0.0039334725042659,0.007749461436681315,0.016089000427513156,0.046871717942079894,0.0025937009014143086,0.016026135826087362,0.02343107141491174,-0.010081082672904529,0.033831767798669254,0.016349720596092077,0.0035556523749651348,-0.003406997619650909,-0.0029522358061413456,0.06636801624221444,0.002091336219575801,0.0012429809402290104,0.0008871882973293665,0.03005896308707534,0.01105605533700249,0.001300945191744951,0.009975904234017285,0.011650233731538506,0.0057471108057951525,0.016438435573173926,0.0027334130295608716,0.007554105126404309,0.018471116162477763,0.006555721009974924,6.972273403782481e-05,-0.00039053891755891357,0.018688045073335324,0.010318319306106716,0.0007887955941523472,0.03839006101618203,0.01708256382485107,0.022676758054661406,0.013093066962211353,0.008662226695781428,0.008810747117809825,0.021714817299306688,0.007771389173627519,0.0001247633011214333,0.011569548934936336,0.005907682784869195,0.0027681608839840166,0.009699128692503223,-0.023572137129115767,0.0037779369526642625,0.007100539045344689,-0.0006793005170937505
2023-06-08,-0.009390950125006015,-0.009601033847151719,-0.00427229136392171,-0.009737262173837635,-0.009931414981311448,0.015523788039952358,-0.008926167707795862,-0.020054556822364233,-0.0038995107116033267,-0.01511240605343911,0.004153987701913664,-0.009157872832912695,-0.022270599184331275,-0.00991488894233683,0.00026680549177537927,-0.004244498469219593,-0.009820066785648507,-0.01095385912511837,-0.019199664014686313,-0.003705857328755613,-0.008608328480928407,0.013286089556475922,-0.010867532659026402,0.0051406501559396744,-0.011334132613612269,-0.01836713734803297,-0.012042642526687075,-0.022337716953441777,0.0007756475175746402,-0.005223567291984921,-0.018958477428832055,0.01729920752346814,-0.008081845369056317,-0.006970425956226656,-0.0328095441131957,0.011218119076807476,-0.002039223066901741,-0.0008773465628317823,0.0006217243589654586,-0.0009256772426615711,-0.010346885476269385,-0.013454234653684338,-0.004100691176298632,-0.002449259711644558,-0.03876109177205844,0.011157122008704334,-0.004782659097308795,-0.00884458721026693,-0.013382875015088835,-0.0023679433079113466,-0.002543100343203264,0.02576995219456446,-0.027655482666032682,-0.02308728492125578,0.010653396019584704,-0.019995493636185913,-0.01818923206268508,-0.005050071467650241,-0.004385775185973273,-0.021658390080597556,0.005574518234178427,-0.002263943741559693,-0.009832191151100567,0.026156218630214667,0.014518788583619546,0.0020340873008688476,-0.007713716372919954,-0.007670151194521857,0.010190460390327338,-0.005130874540117958,0.0006001981382253163,-0.005554094764973705,-0.0011886674486580873,-0.006362289725762693,0.001844329424397273,0.001517780895377463,0.000437303922408816,-0.02757968920634113,-0.019630104992602426,0.010020566348257987,-0.003143984457574689,-0.011810199051172532,-0.022520611848785954,-0.010356242324980336,-0.014632463440756638,-0.002361293568258205,-0.008930151235650996,-0.016008849560477323,-0.007067484390772094,-0.008327577400243591,-0.0050387970738574595,-0.0407549701149712,-0.0032375404788735906,-0.00810115574375736,-0.004182599739244175
2023-06-09,0.009415069854862068,0.0017470557127365893,0.00901586699760415,-0.01273440293304251,-0.0019710269074577624,-0.010624033193155746,0.008816528174736327,1.0105237038260384e-05,-0.0032800673546411474,0.013062714904619632,-0.01199719122644538,-0.0006134837475730848,-0.012545108801592875,0.0038513069378209863,-0.013967377775304435,0.023540339435352386,-0.0029948485536381853,-0.00045294633524051164,-0.0045797606823869685,0.0007586240833230562,-0.004171282934301246,0.01298035936824693,0.003854651341216986,0.003980020496417325,-0.0019746824480106895,0.00904354396085516,-0.020481355162761616,0.0009279934046144689,0.023765217996135846,0.0037354170704420042,-0.021026553140679027,0.02346907461680292,0.0014309576820616954,-0.021593564088487227,0.0022171975236213726,0.056624386351114,-0.015202828339667462,-0.005876509756474135,0.0011805527776740377,-0.02075608674359586,-0.007680358733199277,-0.01644090408890353,-0.012071296758967343,0.0001598398457911543,0.005644956248487709,0.006395323315863344,-0.013222470812670473,0.00277232679342454,-0.0075131775324175365,-0.01009814172341894,-0.011763599508451072,-0.000400734974597583,-0.00771575470491026,0.03239216463047345,0.009652967716069938,0.003707632410915096,-0.0075589647268135,-0.0031939731833894314,0.02182678470734345,0.02727815590752236,0.009834129344289622,-0.007404424979397639,-0.003412394387217077,0.004111436256850176,-0.011922311280518905,0.009353884031142456,-0.0074295031314273174,-0.01161671661239927,0.013359722588800693,0.022046054644314417,-0.007106002839248227,-0.005260410696632967,-0.01679265398972163,-0.007212293007018644,0.004419958706476379,-0.00024616617031192334,0.0008757350056090019,-0.003094950938081098,-0.007586619517422122,0.002489530483579472,-0.020450547745006986,-0.008424141744534985,-0.007730750603597514,-0.00026072368118246203,0.004634509217563476,0.004523068323869062,0.006150060150693193,0.007437900496636729,0.0065341107026490874,0.0,0.019497617998371908,0.006019062137482933,-0.0028863986617748694,-0.005647346651388219,-0.010189185481673135
2023-06-12,6.017558364490583e-05,-0.00036119172791071463,0.013635062200195058,-0.0026497470530193468,0.009681508902717795,-0.01697896159317258,0.0013156983552891077,-0.00039598156786446737,0.004454691488179563,-0.0005643772291241689,0.0055187140313108785,-0.00034102410050529386,0.0027504635016715184,0.008567591965660704,0.011563838530533666,-0.010440680039542016,0.003413457693260291,0.012523692198131542,0.03337732153836104,0.00439727357406916,0.01246221773019407,-0.00554236941017372,0.006919962640957067,-0.00964142806122581,0.005912638739595799,0.003862842841487968,0.002824963998788732,0.011067913876563473,-0.0007437018348710467,0.0018945208286114124,0.002593398197396013,0.004500148827803585,0.002855787056215142,0.00841569617518445,0.009079943179967742,-0.012629939128329326,0.026586761089046007,0.005490882325234203,-0.006103324173182045,0.004630910048232906,0.004207493711756882,0.00274620910810075,-0.005337883490273754,-0.0022411643667137326,0.014942159157326884,-0.021257765898542225,0.020329854902477074,0.017019337604609497,-0.003021342903608115,-0.0034270234621853746,0.0035244359615820287,-0.001604547716797633,0.003971824440251126,0.023908696727207968,-0.009802430250053007,0.015696164696356263,0.007812330982926774,-0.00806639086226113,-0.005015260488760553,0.010142172025274121,0.024170464966279948,0.0144897033292688,0.009733551225679093,0.015739670442647125,0.005172816628051358,0.0172138881629067,0.00981793105530926,0.003887198863693264,-0.013359722588800693,0.03655939774075456,0.0008859745750164905,0.005260410696632967,-8.631019522020722e-05,0.01046070498919427,0.02449979354322096,-4.0745828219890257e-05,-0.0005794530208920179,0.0015232841624417404,-0.00031214731174156185,-0.0011308237384435316,0.005494512559806708,0.011647835354752445,0.010946041222059222,-0.008256671664500281,0.0032847298188167784,0.0002214116999592619,-0.001910062300597204,0.0026909075828420725,0.005546763961147505,-0.0006971503280324143,-0.008423065949604513,0.00291745254290543,0.003966923893875318,-0.0042878172465439235,0.00442144829888047
2023-06-13,0.03975137315676136,-0.008951341134918245,-0.008994825851817545,-0.006053021929285585,-0.005743416788599021,-0.013905850869700753,0.005790856947618828,0.0053261447233889925,0.021092163640510364,0.011887555064653554,-0.0028765464177951117,0.013684871996030523,0.023829444560700352,0.009681391219750424,0.0013360741398527054,0.02487689908974744,-0.0023941572563312974,0.003431794607768879,0.005233132610013236,0.008099314725814821,0.0,0.011969827002488387,0.026393512926518703,0.022200903205815692,-0.00021835503560474478,0.029455122915269527,0.01422171239360459,0.02615310337703569,0.013274592119037365,0.005619875932632468,0.0005707055929367044,0.004480085618363994,0.017432780643509282,0.0108120396951783,0.0037760107470425908,-0.012791636038665288,-0.0073538000047417285,0.015965215899412577,0.0016852256426478363,0.0006841308568672488,0.010976067709988158,0.01220099796030194,0.01625784311620837,0.008087215289734218,0.014467976035446917,-0.029869939719355365,0.009935456632607753,0.000544165213669956,-0.001513918537871639,0.019153961220344407,0.013788274467984252,0.012434204655622061,-0.012582586424700892,0.10191672464006807,0.006156366586038686,0.009264260819145775,-0.005989993692632645,-0.0034562582148165433,0.016967249432823905,-0.007247643839511042,0.010098012424871072,0.020354595753235394,0.009077218833565048,-0.001886361978781892,0.0038624141701584236,0.004442430145177312,0.01723217371867758,0.008691540009786447,0.0024798379992487796,0.001938574433856921,0.014665444573034314,0.0035453477223406082,-0.0038961615038282105,0.017294397933916628,-0.006181355490917362,0.020561167614940423,-0.002592431790048977,0.002685513683962526,0.023633633268090648,0.0038396507003257696,0.014956035185200278,-0.0009859425838394387,0.004317191069596937,0.020781113909158933,-0.003462566430227021,0.005410614763929011,0.05505821424204971,0.0048405251452594555,0.009432553351313544,0.00764169456502195,0.014372436123009535,0.011803273304286321,0.0005396564241992863,-0.00012645971945257628,0.014888621552210601
2023-06-14,0.006932249091619269,-0.017713695750551928,-0.0021954329116207205,0.0024569777446465935,0.002030837241100869,-0.009567695784731267,0.012235506509521876,0.011636718031342141,0.002250111065318805,-0.008301328121237184,-0.005428822834703695,-0.0039101988149585765,0.008164369124445514,-0.009801157239444969,0.001067465104918064,-0.0057494257864725284,-0.007700309702998176,0.0006398316215872057,-0.0001338513057538293,0.0003136675234554076,0.005104050731130627,-0.011308411950285091,-0.0022718206009777475,-0.0028568119852412366,0.0,0.006570153623005837,-0.0005018688020026474,0.00019865078532266267,0.007300887886719565,-0.0006383054248111364,-0.005750299752618204,-0.05513213026206909,0.0014001553390690091,0.01322411558759562,0.023541784428749324,0.020776376590879053,0.0040134068665373945,-0.021662937572701324,-0.001091941675980479,0.00042729138824970647,0.008624295075137844,0.008502907840207463,-0.005610417917624844,-0.003982243198080937,-0.0052253108057538356,0.006814394973671867,-0.003416178957720284,0.01351016686370965,0.001513918537871639,-0.0020225490028620285,0.013970477887544241,0.021184093308860064,0.00467671156366567,-0.04491668227010415,0.0002760676459745426,-0.007765271165162346,0.003997251937480684,0.0015749393614523655,0.0118111402887493,-0.007397554419640073,-0.018491513239796475,-0.002207705734038612,0.010444420750630456,0.00993148609855865,0.01403526464563054,-0.009898809205688863,0.002397936984460003,-0.003853574541520466,0.017391875146635982,-0.007777184371171586,0.012222473528714417,-0.0008047880185308998,0.0002602541606728792,0.002751804321984963,-0.02497330241023299,0.007682592824346024,-0.0007622358172891808,-0.001417827183454179,0.05065282093940038,0.010539387243576392,0.023562038429817633,0.002263378725983145,-0.0016688679573571008,-0.0018730252777121592,0.014304913103381445,0.008416431126526902,0.015043510846837194,-0.00018579083666114826,0.009859090770229173,-0.003466243793775803,0.0050795429125498615,0.0,0.01073348576935551,0.002272666513056798,0.028001694237365093
2023-06-15,-0.008356792763557053,0.0075774573735456485,0.011532154451384002,0.005155539263992814,0.0002028739130430779,0.014967524588194614,-0.013543670641835703,0.041021533135543464,0.007357863071526083,-0.0005627365372049553,-0.0018304022233319728,-0.003857831780063492,-0.0005507289187480779,0.004183036982550625,-0.021842513791616724,0.004520185694352641,0.002111455643537319,-0.002517350617640801,0.014220486166545143,0.006816624660421766,-0.0254482996750518,0.000528800994898937,0.012295800172461568,0.019728447079052636,-0.001529653993514124,-0.013620681643179644,0.026915408810056718,-0.02686149623580647,0.055861935991320166,0.021984755527906685,-0.01051134130759479,0.013405026742243642,-0.00046642139315533626,0.007637664002776212,-0.0038570988911521553,-0.0021555006021358736,0.006800075331096167,-0.012514301526002747,-0.012375291147926681,-0.011863865141627628,-0.004716515943226973,-0.003358953106913809,0.00577500857610147,-0.014145145062911979,0.005479508827066937,0.024361268080685505,-0.010513361953210953,-0.00268759057425072,-0.006069781036583954,0.00806624306660364,-0.006588431348295565,-0.0029154864369003164,-0.016846662502287835,-0.002619775558265758,0.002650267209721946,0.013049668792788793,0.010175444733553363,0.006519478309460425,0.0027388624343558376,0.023264186242696994,-0.010895822770843111,0.0017319266888327078,0.01039297616339141,-0.002674582647116175,-0.0012676186312727822,-0.0007462433253930811,-0.0046149980447633965,-0.02739901192805627,-0.00020290572815095942,-0.01408679890049136,0.0002744114210679882,-0.0009663640861479195,-0.01758500872630009,-0.0034668204391756774,0.004535630331057305,-0.0030607276561269714,-0.006040839909806195,0.0017214405188257231,0.0028942534183293844,-0.015964328514102455,-0.00043957397004579235,-0.003336874297719561,0.0036125257769050734,0.0003266722195691685,-0.0032491401931311614,0.004195385502092641,-0.015399529162994696,-0.009706221656977654,-0.003007478520011375,-0.02460582336510786,-0.0022297065361742696,0.02410370723736044,0.001067065929083455,-0.019099171436251616,0.03107062372810887
